name,claimed_status,rating,category,reivews,address,street_address,phone_no,website,email,timing,image_link,longitude,latitude,URL,search_key,price
SBS TOKYO 横浜店,এই তালিকাটি ম্যানেজ করুন,৩.৫,বিউটি পার্লার,৬,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−1−8 エキニア横浜9F
এখানে অবস্থিত: エキニア横浜","FJ8C+XH Yokohama, Kanagawa, জাপান",+81 45-410-0788,sbstokyo.com,,,https://lh5.googleusercontent.com/p/AF1QipPUCkoj_sU5NLK8qA3-lHL8_B6qHArve-Jn9qjW=w408-h306-k-no,35.46741,139.621471,"https://www.google.com/maps/place/SBS+TOKYO+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.5712015,139.5548122,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c118e3710ff:0xd3b252e15b1f7508!8m2!3d35.46741!4d139.621471",Tokyo 神奈川 横浜 エステ USA,
e.b.c.c.銀座,এই তালিকাটি ম্যানেজ করুন,৩.৪,বিউটি পার্লার,৮,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 3 Chome−4−1 大倉別館 4F","MQF8+7C Chuo City, Tokyo, জাপান",+81 120-011-809,ebcc.jp,,,https://lh5.googleusercontent.com/p/AF1QipMRhvKNoOPk942o4ucxrzoBpUW8zkG6-9A7P38D=w408-h271-k-no,35.673235,139.7660466,"https://www.google.com/maps/place/e.b.c.c.%E9%8A%80%E5%BA%A7/@35.5712015,139.5548122,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be4391f9e19:0xb8e183842a71ab30!8m2!3d35.673235!4d139.7660466",Tokyo 神奈川 横浜 エステ USA,
セルフエステスタジオ BODY ARCHI（渋谷桜丘店）,এই তালিকাটি ম্যানেজ করুন,৪.৩,বিউটি পার্লার,১৫,"জাপান, 〒150-0031 Tokyo, Shibuya City, Sakuragaokacho, 20−4 ネクシィーズスクエアビル 1F","MP32+WC Shibuya City, Tokyo, জাপান",+81 3-6842-7055,bodyarchi.com,,,https://lh5.googleusercontent.com/p/AF1QipPIRFk2mUJKMKrItojmYGn3ZUIW4Y6r5j089jea=w408-h272-k-no,35.6547868,139.7010158,"https://www.google.com/maps/place/%E3%82%BB%E3%83%AB%E3%83%95%E3%82%A8%E3%82%B9%E3%83%86%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA+BODY+ARCHI%EF%BC%88%E6%B8%8B%E8%B0%B7%E6%A1%9C%E4%B8%98%E5%BA%97%EF%BC%89/@35.5712015,139.5548122,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be3369a00d3:0x170649a92af253ca!8m2!3d35.6547868!4d139.7010158",Tokyo 神奈川 横浜 エステ USA,
Dejavu Tokyo/デジャブ（デジャヴ）トーキョー西麻布,,,বিউটি পার্লার,িউটি পার্লা,"1 Chome-8 Nishiazabu, Minato City, Tokyo 106-0031, জাপান
এখানে অবস্থিত: Hotel & Residence Roppongi","MP6G+52 Minato City, Tokyo, জাপান",+81 3-6455-0036,dejavu.tokyo,,,https://geo0.ggpht.com/maps/photothumb/fd/v1?bpb=ChEKD3NlYXJjaC5nd3MtcHJvZBJOChIJk9zd4nyLGGARAXGmlwz4lQIiLAkPZy55eosYYBGfIiLil_nIUhoYCxCetftKGg8KDS9nLzExYjZ6c2tkcHgMKgoNXFhBFRVcWkhTGgYI8AEQmAM&gl=BD,35.6603996,139.7250652,"https://www.google.com/maps/place/Dejavu+Tokyo%2F%E3%83%87%E3%82%B8%E3%83%A3%E3%83%96%EF%BC%88%E3%83%87%E3%82%B8%E3%83%A3%E3%83%B4%EF%BC%89%E3%83%88%E3%83%BC%E3%82%AD%E3%83%A7%E3%83%BC%E8%A5%BF%E9%BA%BB%E5%B8%83/@35.5712015,139.5548122,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b7ce2dddc93:0x295f80c97a67101!8m2!3d35.6603996!4d139.7250652",Tokyo 神奈川 横浜 エステ USA,
Epiler Ginza,এই তালিকাটি ম্যানেজ করুন,৪.৩,চুল তোলার সেবা,৬,"並木ビル 5f, 3 Chome-2-10 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF7+7X Chuo City, Tokyo, জাপান",+81 120-268-480,epiler.jp,,,https://geo1.ggpht.com/cbk?panoid=LuSISB1fRlr6j39cgM2XoQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=271.49564&pitch=0&thumbfov=100,35.6732173,139.7649284,"https://www.google.com/maps/place/Epiler+Ginza/@35.5712015,139.5548122,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b586c14e6ef:0x64f144c9b782b847!8m2!3d35.6732173!4d139.7649284",Tokyo 神奈川 横浜 エステ USA,
"HO’ME | Spraytan, slimming machine ALEX-S, Regen, Hawaiian Lomi Lomi, Tattoo cover-up",,৩.০,বিউটি পার্লার,২,"上池台２１５５ 504号室, 2 Chome-15-5 Kamiikedai, Ota City, Tokyo 145-0064, জাপান","JM2V+54 Ota City, Tokyo, জাপান",+81 3-5726-8540,hometokyo.com,,,https://geo2.ggpht.com/cbk?panoid=DydgZDLleP5E9MWWHSd3fA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=143.73457&pitch=0&thumbfov=100,35.6003902,139.6928525,"https://www.google.com/maps/place/HO%E2%80%99ME+%7C+Spraytan,+slimming+machine+ALEX-S,+Regen,+Hawaiian+Lomi+Lomi,+Tattoo+cover-up/@35.5712015,139.5548122,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x6018f52021177469:0x6be4f92f2dcc7510!8m2!3d35.6003902!4d139.6928525",Tokyo 神奈川 横浜 エステ USA,
SBS TOKYO 横浜店,এই তালিকাটি ম্যানেজ করুন,৩.৫,বিউটি পার্লার,৬,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−1−8 エキニア横浜9F
এখানে অবস্থিত: エキニア横浜","FJ8C+XH Yokohama, Kanagawa, জাপান",+81 45-410-0788,sbstokyo.com,,,https://lh5.googleusercontent.com/p/AF1QipPUCkoj_sU5NLK8qA3-lHL8_B6qHArve-Jn9qjW=w408-h306-k-no,35.46741,139.621471,"https://www.google.com/maps/place/SBS+TOKYO+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c118e3710ff:0xd3b252e15b1f7508!8m2!3d35.46741!4d139.621471",Tokyo 神奈川 横浜 エステ USA,
Alice TOKYO アリストウキョウ 横浜店,,৩.৩,বিউটি পার্লার,৩,"জাপান, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2 Chome−7−12 石辺ビル5階","FJ79+M8 Yokohama, Kanagawa, জাপান",+81 45-620-5518,beauty.hotpepper.jp,,,https://lh5.googleusercontent.com/p/AF1QipM8hB5vVO7j51bm6MYdm9UKS85Il4cR3qpwh8DL=w408-h271-k-no,35.4641586,139.618266,"https://www.google.com/maps/place/Alice+TOKYO+%E3%82%A2%E3%83%AA%E3%82%B9%E3%83%88%E3%82%A6%E3%82%AD%E3%83%A7%E3%82%A6+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185da3744f5751:0xb7766490179070ac!8m2!3d35.4641586!4d139.618266",Tokyo 神奈川 横浜 エステ USA,
ホットスリムスタジオジャパン 関内店 パーソナルジム,এই তালিকাটি ম্যানেজ করুন,৪.৪,বিউটি পার্লার,৬৩,"জাপান, 〒231-0048 Kanagawa, Yokohama, Naka Ward, Horaicho, 1 Chome−1-3 belle関内 7階","CJVP+86 Yokohama, Kanagawa, জাপান",+81 45-315-2430,hotslimstudiojapan.com,"whatwg-fetch@3.0.0, 8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com, core-js-bundle@3.2.1, requirejs-bolt@2.3.6",,https://lh5.googleusercontent.com/p/AF1QipOMZRvkDniUvHnc4Bt_BBMiPKe6aRgfGH9gl_8Y=w408-h272-k-no,35.4433589,139.6355596,"https://www.google.com/maps/place/%E3%83%9B%E3%83%83%E3%83%88%E3%82%B9%E3%83%AA%E3%83%A0%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3+%E9%96%A2%E5%86%85%E5%BA%97+%E3%83%91%E3%83%BC%E3%82%BD%E3%83%8A%E3%83%AB%E3%82%B8%E3%83%A0/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185cf17ae40001:0xc858aed35213ed93!8m2!3d35.4433589!4d139.6355596",Tokyo 神奈川 横浜 エステ USA,
NO NAIL TOKYO 横浜店,এই ব্যবসার দাবি করুন,৩.৩,নখ কাটার সেলুন,৮,"2 Chome-21-5 Minamisaiwai, Nishi Ward, Yokohama, Kanagawa 220-0005, জাপান","FJ78+H4 Yokohama, Kanagawa, জাপান",+81 45-314-0213,nonail-tokyo.com,,,https://lh5.googleusercontent.com/p/AF1QipM7PDyZfenvZM1vDcfGGU4Ma__5E0_ZiI0kOFnj=w408-h544-k-no,35.4638785,139.6152756,"https://www.google.com/maps/place/NO+NAIL+TOKYO+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c0c11e1cbf1:0x35710e5aa54bc6be!8m2!3d35.4638785!4d139.6152756",Tokyo 神奈川 横浜 エステ USA,
アイラッシュTokyo 横浜サンクチュアリ 横浜西口店,এই তালিকাটি ম্যানেজ করুন,৩.৭,নখ কাটার সেলুন,১৯,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−2−15 アスカ2ビル 9F","FJ99+5R Yokohama, Kanagawa, জাপান",+81 45-412-3166,eyelash-tokyo.com,minne_600x500@2x.jpg,,https://lh5.googleusercontent.com/p/AF1QipM-HM8hivJrnBVTJEJP_4DcWsPjpMOqxBk9UdzY=w408-h725-k-no,35.4679392,139.6195297,"https://www.google.com/maps/place/%E3%82%A2%E3%82%A4%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5Tokyo+%E6%A8%AA%E6%B5%9C%E3%82%B5%E3%83%B3%E3%82%AF%E3%83%81%E3%83%A5%E3%82%A2%E3%83%AA+%E6%A8%AA%E6%B5%9C%E8%A5%BF%E5%8F%A3%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c0e26fbd541:0x319fb8153f0de9a0!8m2!3d35.4679392!4d139.6195297",Tokyo 神奈川 横浜 エステ USA,
バイオエステBTB 横浜店,এই তালিকাটি ম্যানেজ করুন,৪.৪,দোকান,৫,"জাপান, 〒231-0023 Kanagawa, Yokohama, Naka Ward, Yamashitacho, ２５−14 モナ二ビルディング 401号","CJWW+7J Yokohama, Kanagawa, জাপান",+81 120-781-136,btb.co.jp,,,https://geo2.ggpht.com/cbk?panoid=Od8gALmruoanqVZGXo0C2Q&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=70.338684&pitch=0&thumbfov=100,35.4457026,139.6465685,"https://www.google.com/maps/place/%E3%83%90%E3%82%A4%E3%82%AA%E3%82%A8%E3%82%B9%E3%83%86BTB+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185cfcc7eb1921:0x651aed5da58c08f8!8m2!3d35.4457026!4d139.6465685",Tokyo 神奈川 横浜 エステ USA,
Takano Yuri BEAUTY CLINIC,এই তালিকাটি ম্যানেজ করুন,৪.৬,বিউটি পার্লার,৭,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−3−23 横浜ベイシェラトンホテル＆タワーズ７Ｆ
এখানে অবস্থিত: Yokohama Bay Sheraton Hotel & Towers","FJ8C+M4 Yokohama, Kanagawa, জাপান",+81 45-313-1107,takanoyuri.com,,,https://lh5.googleusercontent.com/p/AF1QipNHBTgyEwh2cq5-Bo7-brTRTtJPgOcDLWUBjclK=w408-h272-k-no,35.4667352,139.6202866,"https://www.google.com/maps/place/Takano+Yuri+BEAUTY+CLINIC/@35.460788,139.2549238,10z/data=!3m1!5s0x60185c11f8f8bac9:0xa230d50a207e9334!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c11f91df09f:0x2aad64d8ceafc4c2!8m2!3d35.4667352!4d139.6202866",Tokyo 神奈川 横浜 エステ USA,
ビューティアベニュー ソシエ 横浜ベイホテル東急店,এই তালিকাটি ম্যানেজ করুন,৪.৮,বিউটি পার্লার,৪,"জাপান, 〒220-8543 Kanagawa, Yokohama, Nishi Ward, Minatomirai, 2 Chome−3−7, Yokohama Bay Hotel Tokyu, 4階
এখানে অবস্থিত: Queen's Square Yokohama","FJ4P+Q4 Yokohama, Kanagawa, জাপান",+81 45-682-1136,socie.jp,,,https://lh5.googleusercontent.com/p/AF1QipMDlDMuVb8_MDBtY8Z_4SoqbfW1po7pOqXOBD6u=w470-h240-k-no,35.4569624,139.6352813,"https://www.google.com/maps/place/%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%A2%E3%83%99%E3%83%8B%E3%83%A5%E3%83%BC+%E3%82%BD%E3%82%B7%E3%82%A8+%E6%A8%AA%E6%B5%9C%E3%83%99%E3%82%A4%E3%83%9B%E3%83%86%E3%83%AB%E6%9D%B1%E6%80%A5%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c5b7ddaaa3f:0xecd07a4f68bfd016!8m2!3d35.4569624!4d139.6352813",Tokyo 神奈川 横浜 エステ USA,
エクシーライン横浜店,,৩.৮,বিউটি পার্লার,৪,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, 1, エキニア横浜 5F
এখানে অবস্থিত: エキニア横浜","FJ9C+2H Yokohama, Kanagawa, জাপান",+81 120-080-147,evergrace.jp,,,https://lh5.googleusercontent.com/p/AF1QipNsU6DRPQZ7T_E3jIIpUfkOA4Fk8_uZFdWQbyc7=w426-h240-k-no,35.4676243,139.6213821,"https://www.google.com/maps/place/%E3%82%A8%E3%82%AF%E3%82%B7%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%B3%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c118e3710ff:0xebaf9820cd55fa75!8m2!3d35.4676243!4d139.6213821",Tokyo 神奈川 横浜 エステ USA,
エステティックサロン ソシエ 横浜店,এই তালিকাটি ম্যানেজ করুন,৫.০,বিউটি পার্লার,২,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−18−1, Yokohama Shintoshi Building, 9階 そごう横浜
এখানে অবস্থিত: Sogo Yokohama","FJ8F+4Q Yokohama, Kanagawa, জাপান",+81 45-465-2091,socie.jp,,,https://lh5.googleusercontent.com/p/AF1QipPPvzx92CWbcQot-aK4Zd97g3TWk_GU-DaOq3M=w408-h271-k-no,35.4652581,139.6244806,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%E3%82%B5%E3%83%AD%E3%83%B3+%E3%82%BD%E3%82%B7%E3%82%A8+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!3m1!5s0x60185c149c148939:0xf2c804909b77eed2!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c149c15555d:0x21ed947139e6c833!8m2!3d35.4652581!4d139.6244806",Tokyo 神奈川 横浜 エステ USA,
Bloom 横浜店,এই তালিকাটি ম্যানেজ করুন,৪.৩,বিউটি পার্লার,১৯,"2 Chome-19-12 Takashima, Nishi Ward, Yokohama, Kanagawa 220-0011, জাপান
এখানে অবস্থিত: Yokohama Sky Building","FJ7F+RR Yokohama, Kanagawa, জাপান",+81 120-963-474,bloom.ne.jp,,,https://lh5.googleusercontent.com/p/AF1QipPa2TIlbvC_rUBOwC7a7ijmQLYyQQW_xiO8-61K=w408-h305-k-no,35.464579,139.624519,"https://www.google.com/maps/place/Bloom+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c135e99686b:0xa18644102820fe78!8m2!3d35.464579!4d139.624519",Tokyo 神奈川 横浜 エステ USA,
エステティックTBC 横浜西口本店,এই তালিকাটি ম্যানেজ করুন,৩.৫,বিউটি পার্লার,১৯,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−1−8 エキニア横浜5F
এখানে অবস্থিত: エキニア横浜","FJ9C+2J Yokohama, Kanagawa, জাপান",+81 45-311-0511,tbc.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipPiloa4IDTOevn0Rfxa-XncC7r_uHJkqbz9aMUd=w408-h306-k-no,35.4675447,139.6215414,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AFTBC+%E6%A8%AA%E6%B5%9C%E8%A5%BF%E5%8F%A3%E6%9C%AC%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c1201990c8b:0xcf760c7e8af9e163!8m2!3d35.4675447!4d139.6215414",Tokyo 神奈川 横浜 エステ USA,
わたしのハイフ 横浜東口店,,,বিউটি পার্লার,িউটি পার্লা,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−5−14 リバース横浜 303","FJ6C+JX Yokohama, Kanagawa, জাপান",+81 45-534-3116,beauty.hotpepper.jp,,,https://lh5.googleusercontent.com/p/AF1QipPidzX_B6-Bw91xTuFEhi4gJalDxa9Hw-tGwFjd=w681-h240-k-no,35.4615309,139.6224378,"https://www.google.com/maps/place/%E3%82%8F%E3%81%9F%E3%81%97%E3%81%AE%E3%83%8F%E3%82%A4%E3%83%95+%E6%A8%AA%E6%B5%9C%E6%9D%B1%E5%8F%A3%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185d39cd0c4517:0x9b99f75e746d372b!8m2!3d35.4615309!4d139.6224378",Tokyo 神奈川 横浜 エステ USA,
たかの友梨ビューティクリニック横浜本店,এই ব্যবসার দাবি করুন,৩.০,বিউটি পার্লার,২,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−12, Sky Building, 14F
এখানে অবস্থিত: Marui City Yokohama","FJ7F+RV Yokohama, Kanagawa, জাপান",+81 45-442-0307,takanoyuri.com,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,35.4645561,139.6246488,"https://www.google.com/maps/place/%E3%81%9F%E3%81%8B%E3%81%AE%E5%8F%8B%E6%A2%A8%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E6%A8%AA%E6%B5%9C%E6%9C%AC%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c135900fc79:0xef2afff2bb7bdd70!8m2!3d35.4645561!4d139.6246488",Tokyo 神奈川 横浜 エステ USA,
相模原メンズエステ キューティー,,৫.০,বিউটি পার্লার,১,"Matsugaecho, Minami Ward, Sagamihara, Kanagawa 252-0313, জাপান","GC7F+VF Sagamihara, Kanagawa, জাপান",+81 80-9821-1515,cutie-relaxation.ii-esthe.net,,,https://lh5.googleusercontent.com/p/AF1QipMGIpRql_WuHbyUakKrb4q_UfDhLiER3PB4TtFo=w408-h306-k-no,35.5147272,139.4236751,"https://www.google.com/maps/place/%E7%9B%B8%E6%A8%A1%E5%8E%9F%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185318ae105f7f:0xf01b2582f9e97796!8m2!3d35.5147272!4d139.4236751",Tokyo 神奈川 横浜 エステ USA,
エステティックRAYVIS（レイビス）横浜店,এই তালিকাটি ম্যানেজ করুন,২.৪,বিউটি পার্লার,৯,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−13−12 ヨコハマ ジャスト 3 号館 7F, 西区西区
এখানে অবস্থিত: SKY SPA Yokohama","FJ7F+M5 Yokohama, Kanagawa, জাপান",+81 120-455-698,rayvis.jp,,,https://lh5.googleusercontent.com/p/AF1QipORx8IgujaG5ePc7JPtyYZR5EgALvsL6SBwRrsi=w408-h408-k-no,35.4641844,139.6229775,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AFRAYVIS%EF%BC%88%E3%83%AC%E3%82%A4%E3%83%93%E3%82%B9%EF%BC%89%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c133d659293:0x1db3d835a8c15b26!8m2!3d35.4641844!4d139.6229775",Tokyo 神奈川 横浜 エステ USA,
Rara,এই ব্যবসার দাবি করুন,৪.৫,বিউটি পার্লার,২,"1 Chome-12-1 Kamitanmachi, Kanagawa Ward, Yokohama, Kanagawa 221-0831, জাপান","FJFF+4W Yokohama, Kanagawa, জাপান",+81 45-313-5480,,,,https://geo2.ggpht.com/cbk?panoid=V2-Z8MrE04psiSEaE2deSw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=346.85013&pitch=0&thumbfov=100,35.4727776,139.6248679,"https://www.google.com/maps/place/Rara/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c1753453791:0xbcf1ca96c902aaf!8m2!3d35.4727776!4d139.6248679",Tokyo 神奈川 横浜 エステ USA,
横浜関内メンズエステ SECRET(シークレット),,,বিউটি পার্লার,িউটি পার্লা,"1 Chome-1-1 Ogicho, Naka Ward, Yokohama, Kanagawa 231-0027, জাপান","CJRQ+MF Yokohama, Kanagawa, জাপান",+81 80-5970-2425,mens-secret.tokyo,"yokohama.secret@gmail.com, vue@2.6.10, vue-awesome-swiper@3.1.2",,https://geo0.ggpht.com/cbk?panoid=VfXPlN2IloS2rKQP1e6B8w&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=353.4514&pitch=0&thumbfov=100,35.4417099,139.638734,"https://www.google.com/maps/place/%E6%A8%AA%E6%B5%9C%E9%96%A2%E5%86%85%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+SECRET(%E3%82%B7%E3%83%BC%E3%82%AF%E3%83%AC%E3%83%83%E3%83%88)/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185dc4ebcb481f:0xb278c61aeb03c328!8m2!3d35.4417099!4d139.638734",Tokyo 神奈川 横浜 エステ USA,
エステティックTBC 上大岡店,এই তালিকাটি ম্যানেজ করুন,২.০,বিউটি পার্লার,১,"জাপান, 〒233-0002 Kanagawa, Yokohama, Konan Ward, Kamiookanishi, 1 Chome−6−1 ゆめおおおかオフィスタワー22F","CH4W+XC Yokohama, Kanagawa, জাপান",+81 45-846-3511,tbc.co.jp,,,https://geo2.ggpht.com/cbk?panoid=hBajjgw4PTzYtJdcpBdMdg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=70.53986&pitch=0&thumbfov=100,35.4074964,139.5960884,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AFTBC+%E4%B8%8A%E5%A4%A7%E5%B2%A1%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185b44791a0177:0xe30d97a480272aa4!8m2!3d35.4074964!4d139.5960884",Tokyo 神奈川 横浜 エステ USA,
たかの友梨ビューティクリニック横浜関内店,এই তালিকাটি ম্যানেজ করুন,৪.০,বিউটি পার্লার,১,"セルテ 3F, 3-33 Masagocho, Naka Ward, Yokohama, Kanagawa 231-0016, জাপান
এখানে অবস্থিত: CERTE","CJVP+W9 Yokohama, Kanagawa, জাপান",+81 45-211-1107,takanoyuri.com,,,https://lh5.googleusercontent.com/p/AF1QipPxheeYuIHd-w-pObBbfcx1kgnWStqRhWlZk0FD=w408-h291-k-no,35.4448614,139.6358844,"https://www.google.com/maps/place/%E3%81%9F%E3%81%8B%E3%81%AE%E5%8F%8B%E6%A2%A8%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E6%A8%AA%E6%B5%9C%E9%96%A2%E5%86%85%E5%BA%97/@35.460788,139.2549238,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185cf14f119863:0x2a523fff952f33fc!8m2!3d35.4448614!4d139.6358844",Tokyo 神奈川 横浜 エステ USA,
